new file \n Binary files / dev / null and b / art / intro . png differ \n,Added intro image .,repo70
languagetool - core / src / main / resources / org / languagetool / MessagesBundle . properties \n + ca - ES - valencia = Catalan ( Valencian ) \n + \n,Add i18n message for Catalan ( Valencian ),repo989
deleted file \n deleted file \n deleted file \n modules / apps / dictionary / dictionary - web / src / content / Language_fr_CA . properties \n - javax . portlet . title . com_liferay_dictionary_portlet_DictionaryPortlet = Dictionnaire \n,LPS - 49170 remove unmanaged langs,repo934
deleted file \n Binary files a / demo2 . gif and / dev / null differ \n,Delete demo2 . gif,repo84
modules / apps / bookmarks / bookmarks - test / test / integration / com / liferay / bookmarks / verify / BookmarksServiceVerifyProcessTest . java \n - return new VerifyBookmarks ( ) ; \n + return new BookmarksServiceVerifyProcess ( ) ; \n,LPS - 50855 Fix compilation,repo934
Binary files a / src / gwt / src / org / rstudio / studio / client / workbench / views / source / editors / text / rmd / interruptChunk . png and b / src / gwt / src / org / rstudio / studio / client / workbench / views / source / editors / text / rmd / interruptChunk . png differ \n,use smaller interrupt chunk icon,repo535
Changes \n - 2011 - 03 - ? ? : v1 . 1 . 0 \n + 2011 - 03 - 04 : v1 . 1 . 0 \n,Updating the Changes file for v1 . 1 . 0,repo878
"src / com / google / javascript / jscomp / parsing / ParserConfig . properties \n - wizmodule \n + wizmodule , \ \n + wizSupportsSymbolicLookup \n",Adding an @ wizSymbolicLookup annotation,repo215
new file \n . travis . yml \n + language : java \n + \n,Add definition file for Travis CI,repo754
OsmAnd / src / net / osmand / plus / routing / RouteProvider . java \n - \n + gpx . points . add ( pt ) ; \n,Fix bug with saving intermediate points of the route into GPX file,repo960
"DEVELOPER . md \n - # Build the code and run the tests \n + # Build the code and run the tests ( requires nodejs , python and ruby installed ) \n","Add a comment that indicates that you need ruby , python , and nodejs for all of the tests to pass",repo137
new file \n nullvmc / src / main / resources / symbols . macosx \n + _NullVM_ * \n,Added symbols . macosx .,repo444
Binary files a / screenshots / google_maps_v2 . png and b / screenshots / google_maps_v2 . png differ \n Binary files a / screenshots / google_web_maps . png and b / screenshots / google_web_maps . png differ \n,resize screenshots,repo692
"portal - impl / src / portal . properties \n + jstl - api , \ \n",LPS - 53131 Ignore jstp - api fragment from bundle generation,repo934
tools / yajsw \n - Subproject commit e24612a56a2de82b71350e81878c324fbaa83d78 \n + Subproject commit 642a68055c7983dcb292d6e63eab8979ed641305 \n,Bringing yajsw up to date,repo181
src / main / c / hdr_histogram_log . c \n - int32_t hdr_get_compressed_length ( uint8_t * buffer ) \n - { \n - struct _compression_flyweight * flyweight = ( struct _compression_flyweight * ) buffer ; \n - return flyweight - > length ; \n - } \n - \n,Refactoring - remove unused method .,repo768
"contributors . txt \n + 2015 / 04 / 03 , rljacobson , Robert Jacobson , rljacobson @ gmail . com \n",Robert Jacobson signed the contributor agreement .,repo421
"trunk / JLanguageTool / CHANGES . txt \n - Fixes for the Italian , Russian , and Polish rules \n - - Fixed sourceforge bug # 2819925 for English \n + - Fixed sourceforge bugs : # 2819925 for English and # 2848079 for Polish . \n - Added SRX - based Slovak sentence tokenizer ( thanks to Petra \n",remove false alarms that were created by an error in sentence segmentation,repo989
new file \n Binary files / dev / null and b / lib / spring - webflow - 1 . 1 - SNAPSHOT - 20070720141159 . jar differ \n,updated webflow jars,repo353
"AndroidManifest . xml \n - android : versionCode = "" 83 "" \n + android : versionCode = "" 84 "" \n",updated version,repo947
engine / src / tools / jme3tools / optimize / GeometryBatchFactory . java \n - TangentBinormalGenerator . generate ( mesh ) ; \n,remove tangent generation from batch factory,repo728
DanmakuFlameMaster / src / main / java / master / flame / danmaku / controller / DrawHandler . java \n - removeCallbacksAndMessages ( null ) ; \n + removeMessages ( QUIT ) ; \n,fix hide - > quit issue,repo139
bbb - voice / src / main / webapp / WEB - INF / bigbluebutton - sip . properties \n - sip . server . host = 192 . 168 . 0 . 184 \n + sip . server . host = 127 . 0 . 0 . 1 \n,modified bigbluebutton - sip .,repo428
rename from h2o - py / tests / testdir_algos / gbm / pyunit_weightsGBM . py \n rename to h2o - py / tests / testdir_algos / gbm / pyunit_NOPASS_weightsGBM . py \n,Make GBM weight test NOPASS again .,repo597
new file \n Binary files / dev / null and b / GreenDroid - GoogleAPIs / resources / gd_map_pin . psd differ \n,Add PSD for GreenDroid - GoogleAPIs,repo214
"src / biz / bokhorst / xprivacy / XBinder . java \n + "" < noname > "" , \n",Fix service requirements,repo561
deleted file \n Binary files a / src / com / github / begla / blockmania / data / textures / blocks / ChestBack . png and / dev / null differ \n deleted file \n Binary files a / src / com / github / begla / blockmania / data / textures / blocks / ChestFront . png and / dev / null differ \n,removing duplicates .,repo439
old mode 100644 \n new mode 100755 \n,Make gradlew to be an executable file .,repo722
hazelcast / src / main / java / com / hazelcast / spi / impl / BasicOperationService . java \n - / / todo : \n - return 0 ; \n + return invocations . size ( ) ; \n,Enabled a metric to the BasicOpService,repo394
. gitignore \n + \n + # Idea \n + . idea \n + * . iml \n,Added IDEA files to the .,repo964
modules / jquery / src / main / webapp / jquery / jquery . atmosphere . js \n - if ( ! skipCallbackInvocation ) { \n + if ( skipCallbackInvocation ) { \n,Fix broken streaming impl,repo210
CHANGELOG . md \n + 1 . Show loading progressBar upon the blurry image \n + 2 . Improve sample code for other developers \n + \n + # # v0 . 1 \n,add changelog for v0 . 2,repo974
"build . sh \n - word_list_append DEP_JAR_PATHS "" $ TIGHTDB_JAVA_HOME / dep_jars / java / $ x "" \n + word_list_append DEP_JAR_PATHS "" $ TIGHTDB_JAVA_HOME / dep_jars / $ x "" \n",On OS X absorb the dependency JARS into tightdb - devkit .,repo46
new file \n Binary files / dev / null and b / assets / screenshot - 7 . png differ \n new file \n Binary files / dev / null and b / assets / screenshot - 8 . png differ \n,Add app store screenshots,repo919
new file \n CONTRIBUTING . MD \n + How to get involved with jME development and contribute back to the project . \n + \n + WIP \n,Create CONTRIBUTING . MD,repo728
core / java / android / service / voice / VoiceInteractionService . java \n - return curComp . equals ( cur ) ; \n + return curComp . equals ( service ) ; \n,Fix VoiceInteractionService . isActiveService ( ) .,repo67
README . md \n - compile ' com . afollestad : material - dialogs : 0 . 6 . 5 . 2 ' \n + compile ' com . afollestad : material - dialogs : 0 . 6 . 6 . 0 ' \n,Updated version in README .,repo31
. travis . yml \n - platform - tools \n - tools \n - - build - tools - 23 . 0 . 1 \n + - build - tools - 23 . 0 . 2 \n - extra - google - google_play_services \n,update travis . yml,repo346
community / pom . xml \n - < version > 1 . 1 < / version > \n + < version > 1 . 2 - SNAPSHOT < / version > \n,prepare for next development iteration,repo611
new file \n . travis . yml \n + install : mvn install - - quiet - DskipTests = true - Dgpg . skip = true \n + language : java \n + jdk : \n + - openjdk7 \n + - openjdk6 \n,Fix - Add travis - ci support,UNKNOWN
pom . xml \n - < url > http : / / jsoup . com / license < / url > \n + < url > http : / / jsoup . org / license < / url > \n,Updated license URL,repo151
jsp / spi / src / com / intellij / psi / impl / source / jsp / JspManager . java \n + \n + public abstract boolean isJsp_2_1_OrBetter ( final @ NotNull PsiFile context ) ; \n,Managed bean resolution inside $ { } for JSP 2 . 1 + JSF 1 . 2 ( IDEADEV - 23158 ),repo145
src / java / voldemort / server / AbstractService . java \n - private AtomicBoolean isStarted ; \n + private final AtomicBoolean isStarted ; \n,Add final modifier to AtomicBoolean isStarted .,repo387
. gitignore \n + # mac \n + . DS_Store \n,add DS_Store to gitignore,repo921
Binary files a / docs / images / lacprotocol . png and b / docs / images / lacprotocol . png differ \n,wrongly use LastAddConfirmed as LastAddPushed in picture lacprotocol . png ( # 30 ),repo330
"sonar - server / src / main / less / variables . less \n - @ qualifierColor : @ baseFontColor ; \n + @ qualifierColor : darken ( @ orange , 30 % ) ; \n",SONAR - 5173 Change the color of qualifier icons,repo639
portal - web / docroot / html / portal / setup_wizard_css . jspf \n + . rtl # banner . logo { \n + margin - left : 20px ; \n + margin - right : 0 ; \n + } \n + \n,LPS - 47449 - We should map all left / right properties .,repo934
transport / src / main / java / io / netty / bootstrap / Bootstrap . java \n + resolver = bootstrap . resolver ; \n,Copy the resolver configuration when cloning Bootstrap,repo27
"new file \n bin / ooffice . sh \n + exec / usr / bin / soffice - headless - nofirststartwizard - accept = "" socket , host = localhost , port = 8100 ; urp ; StarOffice . Service "" & \n",Added OpenOffice script to run when etherpad is started .,repo862
SpongeCommon \n - Subproject commit b9e381a847dc473803ba7ba7f865f84b308bca8a \n + Subproject commit f8721922e79abf8910dd0bdb708809bf64f741d2 \n,Bump common for leaf decay fix .,repo995
"CMakeLists . txt \n + else ( ) \n + set ( CMAKE_CXX_FLAGS "" $ { CMAKE_CXX_FLAGS } - Wno - deprecated - declarations "" ) # get a lot of warnings from Boost about auto_ptr \n",Suppressing warnings from Boost about auto_ptr being deprecated .,UNKNOWN
"trunk / JLanguageTool / i18n_update . sh \n - PASSWORD = 59 , , 867dfr \n + PASSWORD = fixme \n",committing a password trying to avoid committing private keys - very funny indeed,repo989
Binary files a / lib / development / com . liferay . ant . bnd . jar and b / lib / development / com . liferay . ant . bnd . jar differ \n,LPS - 65283 update jar,repo934
packages / SystemUI / Android . mk \n - LOCAL_JAVA_LIBRARIES : = services telephony - common \n + LOCAL_JAVA_LIBRARIES : = telephony - common \n,Remove unused services module dependency from sysui .,repo67
"demo / res / layout / heatmaps_demo . xml \n - android : text = "" Data from . . . "" \n",Removed placeholder text,repo426
ignition - core / pom . xml \n - \n - < properties > \n - < androidApiRevision > r3 < / androidApiRevision > \n - < / properties > \n,"Revert "" Change revision property in ignition - core """,repo600
src / main / java / com / conveyal / gtfs / model / Frequency . java \n + endRecord ( ) ; \n,Fix # 1746 ( frequencies all on same line ) .,repo972
Binary files a / jnalib / dist / jna . jar and b / jnalib / dist / jna . jar differ \n Binary files a / jnalib / dist / src - full . zip and b / jnalib / dist / src - full . zip differ \n Binary files a / jnalib / dist / src . zip and b / jnalib / dist / src . zip differ \n,add win64 target,repo231
pom . xml \n - < version > 9 < / version > \n + < version > 10 < / version > \n,Upgrade dependency to parent pom org . apache / apache from 9 to 10,repo910
Dockerfile \n - \n,removing an empty line,repo532
. travis . yml \n - ' android - sdk - license - . + ' \n + \n + script : \n + . / gradlew clean build \n,update travis settings,repo859
bin / cqlsh \n - DEFAULT_CQLVER = ' 3 . 2 . 0 ' \n + DEFAULT_CQLVER = ' 3 . 3 . 0 ' \n,( cqlsh ) Fix default CQL version,UNKNOWN
pom . xml \n - < version > 2 . 5 . 3 < / version > \n + < version > 2 . 5 . 4 < / version > \n,Bump gherkin version,repo598
wifi / java / android / net / wifi / WifiScanner . java \n + settings . apLostThreshold = apLostThreshold ; \n,DO NOT MERGE Add missing ap threshold config for hotlists,repo67
build . gradle \n - isSnapshot = true \n + isSnapshot = false \n,Smack 4 . 0 . 0 - rc2,repo796
new file \n Binary files / dev / null and b / bundles / ui / org . openhab . ui / lib / xchart - 2 . 3 . 2 . jar differ \n,Add chart 2 . 3 . 2,repo180
CHANGELOG . md \n + * STORM - 113 : making thrift usage thread safe for local cluster \n,making thrift usage thread safe for local cluster,repo137
new file \n Binary files / dev / null and b / opentripplanner - api - webapp / src / test / resources / portland / Streets_pdx . shx differ \n,add missing .,repo972
Binary files a / platform / icons / src / webreferences / server . png and b / platform / icons / src / webreferences / server . png differ \n new file \n Binary files / dev / null and b / platform / icons / src / webreferences / server @ 2x . png differ \n,updated server icon,repo145
rename from astyanax - cassandra / src / main / java / resources / cassandra - template . yaml \n rename to astyanax - cassandra / conf / cassandra - template . yaml \n,Move cassandra - template .,repo998
"jre_emul / Classes / IOSClass . m \n + mappedName = [ mappedName stringByReplacingOccurrencesOfString : @ "" $ "" withString : @ "" _ "" ] ; \n",fixed loading of inner classes that have package prefixes .,repo86
"src / main / java / org / bukkit / ChatColor . java \n - BLACK ( ' 0 ' , 0x01 ) , \n + BLACK ( ' 0 ' , 0x00 ) , \n","Fixed incorrect value for ChatColor . BLACK ( was 1 , should be 0 )",repo400
BUILDING . txt \n + \n + = = Known Issues = = \n + \n,add a Known Issues section,repo871
"changes \n + * Voldemort binding ( rsumbaly ) \n + * HBase client improvements ( ryanobjc ) \n + * Fixes to Cassandra 0 . 7 binding ( johanoskarsson , nickmbailey ) \n + * Other minor fixes ( brianfrankcooper ) \n",Tracking changes since 0 . 1 . 2,repo604
Binary files a / lib / native / mac / libjportaudio . jnilib and b / lib / native / mac / libjportaudio . jnilib differ \n,Rebuilds the Mac OS X binary of the PortAudio support from its latest source / r7982 .,repo794
SpongeCommon \n - Subproject commit 12f877b2840b422f827c4e771ebab5bb4a4295d1 \n + Subproject commit 9c18b255c05c399e9e11277f54597cd288d58045 \n,Fix build ( oops ),repo995
"bigbluebutton - client / resources / config . xml . template \n + whiteboardAccess = "" presenter "" \n",added whiteboardAccess to config . xml template,repo428
Binary files a / build / mac_os_x / OWASP ZAP . app / Contents / Resources / ZAP . icns and b / build / mac_os_x / OWASP ZAP . app / Contents / Resources / ZAP . icns differ \n,Copied OS X icns file into OSX . app build per bug id 1308 # 9,repo453
